,Id,Title,Body,Tags,CreationDate,Y,,
156,34600544,Slick Carousel Easing Examples,"<p>I am using Slick Carousel (<a href=""http://kenwheeler.github.io/slick/"" rel=""noreferrer"">http://kenwheeler.github.io/slick/</a>), but don't know how to incorporate different slide transitions.  Does anyone have an example to share?</p>

<p>Here's what I currently have:</p>

<pre><code>    $('.slider1').slick({
        autoplay:true,
        autoplaySpeed: 4500,
        arrows:false,
        slide:'.slider-pic', 
        slidesToShow:1,
        slidesToScroll:1,
        dots:false,
        easing: 'easeOutElastic',
        responsive: [
        {
          breakpoint: 1024,
          settings: {
            dots: false
          }
        }]
    });
</code></pre>

<p>On site - <a href=""http://lantecctc.businesscatalyst.com/"" rel=""noreferrer"">http://lantecctc.businesscatalyst.com/</a></p>
",<javascript><slick.js>,2016-01-04 21:52:42,HQ,,
157,34600932,npm - EPERM: operation not permitted on Windows,"<p>I ran </p>

<pre><code>npm config set prefix /usr/local
</code></pre>

<p>After running that command,
When trying to run any npm commands on Windows OS I keep getting the below. </p>

<pre><code>Error: EPERM: operation not permitted, mkdir 'C:\Program Files (x86)\Git\local'
at Error (native)
</code></pre>

<p>Have deleted all files from </p>

<pre><code>C:\Users\&lt;your username&gt;\.config\configstore\
</code></pre>

<p>It did not work.</p>

<p>Any suggestion ?</p>
",<javascript><node.js><npm><bower><npm-install>,2016-01-04 22:21:24,HQ,,
158,34601532,"Ruby: syntax error, unexpected end-of-input, expecting keyword_end","<p>I am working on some simple ruby exercises and cannot figure out why I am getting the ""syntax error, unexpected end-of-input, expecting keyword_end"". I keep running over my code and don't see what is wrong, although I am new to ruby.</p>

<pre><code>def SimpleSymbols(str)

    spec_char = ""+=""
    alpha = ""abcdefghijklmnopqrstuvwxyz""

    str.each_char do |i|
        if spec_char.include? i
            next
        else alpha.include? i 
            if spec_char.include? str[str.index(i) + 1] &amp;&amp; if spec_char.include? str[str.index(i) - 1]
                next
            else
                return false
            end
        end
    end

    return true
end

SimpleSymbols(STDIN.gets.chomp)
</code></pre>
",<ruby><syntax-error>,2016-01-04 23:07:52,LQ_CLOSE,,
159,34601554,Mac spark-shell Error initializing SparkContext,"<p>I tried to start spark 1.6.0 (spark-1.6.0-bin-hadoop2.4) on Mac OS Yosemite 10.10.5 using </p>

<pre><code>""./bin/spark-shell"". 
</code></pre>

<p>It has the error below. I also tried to install different versions of Spark but all have the same error. This is the second time I'm running Spark. My previous run works fine. </p>

<pre><code>log4j:WARN No appenders could be found for logger (org.apache.hadoop.metrics2.lib.MutableMetricsFactory).
log4j:WARN Please initialize the log4j system properly.
log4j:WARN See http://logging.apache.org/log4j/1.2/faq.html#noconfig for more info.
Using Spark's repl log4j profile: org/apache/spark/log4j-defaults-repl.properties
To adjust logging level use sc.setLogLevel(""INFO"")
Welcome to
      ____              __
     / __/__  ___ _____/ /__
    _\ \/ _ \/ _ `/ __/  '_/
   /___/ .__/\_,_/_/ /_/\_\   version 1.6.0
      /_/

Using Scala version 2.10.5 (Java HotSpot(TM) 64-Bit Server VM, Java 1.7.0_79)
Type in expressions to have them evaluated.
Type :help for more information.
16/01/04 13:49:40 WARN Utils: Service 'sparkDriver' could not bind on port 0. Attempting port 1.
16/01/04 13:49:40 WARN Utils: Service 'sparkDriver' could not bind on port 0. Attempting port 1.
16/01/04 13:49:40 WARN Utils: Service 'sparkDriver' could not bind on port 0. Attempting port 1.
16/01/04 13:49:40 WARN Utils: Service 'sparkDriver' could not bind on port 0. Attempting port 1.
16/01/04 13:49:40 WARN Utils: Service 'sparkDriver' could not bind on port 0. Attempting port 1.
16/01/04 13:49:40 WARN Utils: Service 'sparkDriver' could not bind on port 0. Attempting port 1.
16/01/04 13:49:40 WARN Utils: Service 'sparkDriver' could not bind on port 0. Attempting port 1.
16/01/04 13:49:40 WARN Utils: Service 'sparkDriver' could not bind on port 0. Attempting port 1.
16/01/04 13:49:40 WARN Utils: Service 'sparkDriver' could not bind on port 0. Attempting port 1.
16/01/04 13:49:40 WARN Utils: Service 'sparkDriver' could not bind on port 0. Attempting port 1.
16/01/04 13:49:40 WARN Utils: Service 'sparkDriver' could not bind on port 0. Attempting port 1.
16/01/04 13:49:40 WARN Utils: Service 'sparkDriver' could not bind on port 0. Attempting port 1.
16/01/04 13:49:40 WARN Utils: Service 'sparkDriver' could not bind on port 0. Attempting port 1.
16/01/04 13:49:40 WARN Utils: Service 'sparkDriver' could not bind on port 0. Attempting port 1.
16/01/04 13:49:40 WARN Utils: Service 'sparkDriver' could not bind on port 0. Attempting port 1.
16/01/04 13:49:40 WARN Utils: Service 'sparkDriver' could not bind on port 0. Attempting port 1.
16/01/04 13:49:40 ERROR SparkContext: Error initializing SparkContext.
java.net.BindException: Can't assign requested address: Service 'sparkDriver' failed after 16 retries!
    at sun.nio.ch.Net.bind0(Native Method)
    at sun.nio.ch.Net.bind(Net.java:444)
    at sun.nio.ch.Net.bind(Net.java:436)
    at sun.nio.ch.ServerSocketChannelImpl.bind(ServerSocketChannelImpl.java:214)
    at sun.nio.ch.ServerSocketAdaptor.bind(ServerSocketAdaptor.java:74)
    at io.netty.channel.socket.nio.NioServerSocketChannel.doBind(NioServerSocketChannel.java:125)
    at io.netty.channel.AbstractChannel$AbstractUnsafe.bind(AbstractChannel.java:485)
    at io.netty.channel.DefaultChannelPipeline$HeadContext.bind(DefaultChannelPipeline.java:1089)
    at io.netty.channel.AbstractChannelHandlerContext.invokeBind(AbstractChannelHandlerContext.java:430)
    at io.netty.channel.AbstractChannelHandlerContext.bind(AbstractChannelHandlerContext.java:415)
    at io.netty.channel.DefaultChannelPipeline.bind(DefaultChannelPipeline.java:903)
    at io.netty.channel.AbstractChannel.bind(AbstractChannel.java:198)
    at io.netty.bootstrap.AbstractBootstrap$2.run(AbstractBootstrap.java:348)
    at io.netty.util.concurrent.SingleThreadEventExecutor.runAllTasks(SingleThreadEventExecutor.java:357)
    at io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:357)
    at io.netty.util.concurrent.SingleThreadEventExecutor$2.run(SingleThreadEventExecutor.java:111)
    at java.lang.Thread.run(Thread.java:745)
java.net.BindException: Can't assign requested address: Service 'sparkDriver' failed after 16 retries!
    at sun.nio.ch.Net.bind0(Native Method)
    at sun.nio.ch.Net.bind(Net.java:444)
    at sun.nio.ch.Net.bind(Net.java:436)
    at sun.nio.ch.ServerSocketChannelImpl.bind(ServerSocketChannelImpl.java:214)
    at sun.nio.ch.ServerSocketAdaptor.bind(ServerSocketAdaptor.java:74)
    at io.netty.channel.socket.nio.NioServerSocketChannel.doBind(NioServerSocketChannel.java:125)
    at io.netty.channel.AbstractChannel$AbstractUnsafe.bind(AbstractChannel.java:485)
    at io.netty.channel.DefaultChannelPipeline$HeadContext.bind(DefaultChannelPipeline.java:1089)
    at io.netty.channel.AbstractChannelHandlerContext.invokeBind(AbstractChannelHandlerContext.java:430)
    at io.netty.channel.AbstractChannelHandlerContext.bind(AbstractChannelHandlerContext.java:415)
    at io.netty.channel.DefaultChannelPipeline.bind(DefaultChannelPipeline.java:903)
    at io.netty.channel.AbstractChannel.bind(AbstractChannel.java:198)
    at io.netty.bootstrap.AbstractBootstrap$2.run(AbstractBootstrap.java:348)
    at io.netty.util.concurrent.SingleThreadEventExecutor.runAllTasks(SingleThreadEventExecutor.java:357)
    at io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:357)
    at io.netty.util.concurrent.SingleThreadEventExecutor$2.run(SingleThreadEventExecutor.java:111)
    at java.lang.Thread.run(Thread.java:745)

java.lang.NullPointerException
    at org.apache.spark.sql.SQLContext$.createListenerAndUI(SQLContext.scala:1367)
    at org.apache.spark.sql.hive.HiveContext.&lt;init&gt;(HiveContext.scala:101)
    at sun.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method)
    at sun.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:57)
    at sun.reflect.DelegatingConstructorAccessorImpl.newInstance(DelegatingConstructorAccessorImpl.java:45)
    at java.lang.reflect.Constructor.newInstance(Constructor.java:526)
    at org.apache.spark.repl.SparkILoop.createSQLContext(SparkILoop.scala:1028)
    at $iwC$$iwC.&lt;init&gt;(&lt;console&gt;:15)
    at $iwC.&lt;init&gt;(&lt;console&gt;:24)
    at &lt;init&gt;(&lt;console&gt;:26)
    at .&lt;init&gt;(&lt;console&gt;:30)
    at .&lt;clinit&gt;(&lt;console&gt;)
    at .&lt;init&gt;(&lt;console&gt;:7)
    at .&lt;clinit&gt;(&lt;console&gt;)
    at $print(&lt;console&gt;)
    at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
    at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
    at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
    at java.lang.reflect.Method.invoke(Method.java:606)
    at org.apache.spark.repl.SparkIMain$ReadEvalPrint.call(SparkIMain.scala:1065)
    at org.apache.spark.repl.SparkIMain$Request.loadAndRun(SparkIMain.scala:1346)
    at org.apache.spark.repl.SparkIMain.loadAndRunReq$1(SparkIMain.scala:840)
    at org.apache.spark.repl.SparkIMain.interpret(SparkIMain.scala:871)
    at org.apache.spark.repl.SparkIMain.interpret(SparkIMain.scala:819)
    at org.apache.spark.repl.SparkILoop.reallyInterpret$1(SparkILoop.scala:857)
    at org.apache.spark.repl.SparkILoop.interpretStartingWith(SparkILoop.scala:902)
    at org.apache.spark.repl.SparkILoop.command(SparkILoop.scala:814)
    at org.apache.spark.repl.SparkILoopInit$$anonfun$initializeSpark$1.apply(SparkILoopInit.scala:132)
    at org.apache.spark.repl.SparkILoopInit$$anonfun$initializeSpark$1.apply(SparkILoopInit.scala:124)
    at org.apache.spark.repl.SparkIMain.beQuietDuring(SparkIMain.scala:324)
    at org.apache.spark.repl.SparkILoopInit$class.initializeSpark(SparkILoopInit.scala:124)
    at org.apache.spark.repl.SparkILoop.initializeSpark(SparkILoop.scala:64)
    at org.apache.spark.repl.SparkILoop$$anonfun$org$apache$spark$repl$SparkILoop$$process$1$$anonfun$apply$mcZ$sp$5.apply$mcV$sp(SparkILoop.scala:974)
    at org.apache.spark.repl.SparkILoopInit$class.runThunks(SparkILoopInit.scala:159)
    at org.apache.spark.repl.SparkILoop.runThunks(SparkILoop.scala:64)
    at org.apache.spark.repl.SparkILoopInit$class.postInitialization(SparkILoopInit.scala:108)
    at org.apache.spark.repl.SparkILoop.postInitialization(SparkILoop.scala:64)
    at org.apache.spark.repl.SparkILoop$$anonfun$org$apache$spark$repl$SparkILoop$$process$1.apply$mcZ$sp(SparkILoop.scala:991)
    at org.apache.spark.repl.SparkILoop$$anonfun$org$apache$spark$repl$SparkILoop$$process$1.apply(SparkILoop.scala:945)
    at org.apache.spark.repl.SparkILoop$$anonfun$org$apache$spark$repl$SparkILoop$$process$1.apply(SparkILoop.scala:945)
    at scala.tools.nsc.util.ScalaClassLoader$.savingContextLoader(ScalaClassLoader.scala:135)
    at org.apache.spark.repl.SparkILoop.org$apache$spark$repl$SparkILoop$$process(SparkILoop.scala:945)
    at org.apache.spark.repl.SparkILoop.process(SparkILoop.scala:1059)
    at org.apache.spark.repl.Main$.main(Main.scala:31)
    at org.apache.spark.repl.Main.main(Main.scala)
    at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
    at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
    at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
    at java.lang.reflect.Method.invoke(Method.java:606)
    at org.apache.spark.deploy.SparkSubmit$.org$apache$spark$deploy$SparkSubmit$$runMain(SparkSubmit.scala:731)
    at org.apache.spark.deploy.SparkSubmit$.doRunMain$1(SparkSubmit.scala:181)
    at org.apache.spark.deploy.SparkSubmit$.submit(SparkSubmit.scala:206)
    at org.apache.spark.deploy.SparkSubmit$.main(SparkSubmit.scala:121)
    at org.apache.spark.deploy.SparkSubmit.main(SparkSubmit.scala)

&lt;console&gt;:16: error: not found: value sqlContext
         import sqlContext.implicits._
                ^
&lt;console&gt;:16: error: not found: value sqlContext
         import sqlContext.sql
</code></pre>

<p>Then I add </p>

<pre><code>export SPARK_LOCAL_IP=""127.0.0.1""
</code></pre>

<p>to spark-env.sh, error changes to:</p>

<pre><code> ERROR : No route to host
    java.net.ConnectException: No route to host
        at java.net.Inet6AddressImpl.isReachable0(Native Method)
        at java.net.Inet6AddressImpl.isReachable(Inet6AddressImpl.java:77)
        at java.net.InetAddress.isReachable(InetAddress.java:475)
...
&lt;console&gt;:10: error: not found: value sqlContext
       import sqlContext.implicits._
              ^
&lt;console&gt;:10: error: not found: value sqlContext
       import sqlContext.sql
</code></pre>
",<apache-spark>,2016-01-04 23:09:36,HQ,,
160,34601582,what is the difference between import and const and which is preferred in commonjs,"<p>I have noticed a bit of switching between using const and import for referencing libraries in node.js applications using es6 syntax with Babel.</p>

<p>What is the preferred method and what is the difference between using const and import? Assuming you may be importing the same library in many files/components.</p>

<p><strong>const</strong></p>

<pre><code>const React = require('react')
</code></pre>

<p><strong>import</strong></p>

<pre><code>import React from 'react'
</code></pre>

<p>Here are the definitions of each but I am still not sure which to use.</p>

<p><a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Statements/import"">import</a></p>

<p>The import statement is used to import functions, objects or primitives that have been exported from an external module, another script, etc.</p>

<p><a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Statements/const"">const</a></p>

<p>The const declaration creates a read-only reference to a value. It does not mean the value it holds is immutable, just that the variable identifier cannot be reassigned.</p>
",<javascript><node.js><reactjs><babeljs><commonjs>,2016-01-04 23:12:07,HQ,,
161,34603157,How to get a text from SearchView?,"<p>I need to get a text from SearchView and compare it to strings in my activity's ListView and show a Toast if the word in a SearchView is in my ListView. How do I do that? Here's my working code for the SearchView:</p>

<pre><code>MenuItem ourSearchItem = menu.findItem(R.id.menu_item_search);

        SearchView sv = (SearchView) ourSearchItem.getActionView();

        sv.setOnQueryTextListener(new SearchView.OnQueryTextListener() {
            @Override
            public boolean onQueryTextSubmit(String query) {
                return false;
            }

            @Override
            public boolean onQueryTextChange(String newText) {

                adapter.getFilter().filter(newText);
                }
                return false;
            }
        });
</code></pre>
",<android>,2016-01-05 02:14:04,HQ,,
162,34603355,"Android Device Monitor ""data"" folder is empty","<p>I have tested creating, inserting and retrieving data into my apps db, and know it works through usage of Log statements. </p>

<p>However, I wish to expedite testing and use the Android Device Monitor. However, though the db exists and data is stored, when accessing below, the <code>data</code> folder is empty:</p>

<p><a href=""https://i.stack.imgur.com/2y1zs.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/2y1zs.png"" alt=""enter image description here""></a></p>

<p>Why would this be the case? How can this be configured to show the db file and contents?</p>
",<android><sqlite><android-studio>,2016-01-05 02:40:34,HQ,,
163,34603388,Should Comparable ever compare to another type?,"<p>I'm wondering if there's ever a valid use case for the following:</p>

<pre><code>class Base {}

class A implements Comparable&lt;Base&gt; {
    //...
}
</code></pre>

<p>It seems to be a common pattern (see <a href=""https://docs.oracle.com/javase/8/docs/api/java/util/Collections.html"" rel=""noreferrer"">Collections</a> for a number of examples) to accept a collection of type <code>T</code>, where <code>T extends Comparable&lt;? super T&gt;</code>.</p>

<p>But it seems technically impossible to fulfill the contract of <a href=""https://docs.oracle.com/javase/8/docs/api/java/lang/Comparable.html#compareTo-T-"" rel=""noreferrer""><code>compareTo()</code></a> when comparing to a base class, because there's no way to ensure that another class doesn't extend the base with a contradictory comparison. Consider the following example:</p>

<pre><code>class Base {
    final int foo;
    Base(int foo) {
        this.foo = foo;
    }
}

class A extends Base implements Comparable&lt;Base&gt; {
    A(int foo) {
        super(foo);
    }
    public int compareTo(Base that) {
        return Integer.compare(this.foo, that.foo); // sort by foo ascending
    }
}

class B extends Base implements Comparable&lt;Base&gt; {
    B(int foo) {
        super(foo);
    }
    public int compareTo(Base that) {
        return -Integer.compare(this.foo, that.foo); // sort by foo descending
    }
}
</code></pre>

<p>We have two classes extending <code>Base</code> using comparisons that don't follow a common rule (if there were a common rule, it would almost certainly be implemented in <code>Base</code>). Yet the following broken sort will compile:</p>

<pre><code>Collections.sort(Arrays.asList(new A(0), new B(1)));
</code></pre>

<p>Wouldn't it be safer to only accept <code>T extends Comparable&lt;T&gt;</code>? Or is there some use case that would validate the wildcard?</p>
",<java><comparable>,2016-01-05 02:43:34,HQ,,
164,34603680,What is squeeze testing?,"<p>In the talk ""<a href=""http://www.infoq.com/presentations/netflix-operations-devops"" rel=""noreferrer"">Beyond DevOps: How Netflix Bridges the Gap</a>,"" around 29:10 Josh Evans mentions squeeze testing as something that can help them understand system drift. What is squeeze testing and how is it implemented?</p>
",<testing><architecture><devops>,2016-01-05 03:22:01,HQ,,
165,34603937,Print type of variable in python3.5 on django 1.8,"<p>I am having a hard time of determining the type of my variable since I am used on python2 and have just migrated to python3</p>

<pre><code>from django.http import HttpResponse

def myview(request):
    x = ""Name""
    print (x)
    print type(x)
    return HttpResponse(""Example output"")
</code></pre>

<p>This code will throw an error because of print type(x). However if you changed that syntax line  to type(x). The type does not return an output on the runserver of django.</p>
",<django><python-3.5>,2016-01-05 03:59:58,HQ,,
166,34604439,Reference variables and pointers,"Is `int &y=x` same as `int y=&x`?

Also in the below code, why is `*s++` giving me some wrong results? I was expecting `*s` value to be 12

Are `s++` and `*s++` the same?

    #include <iostream>
    using namespace std;
    
    int main()
    {
    	int p=10;
    	int &q=p;	//q is a reference variable to p
    	//int r=&p;	//error: invalid conversion from 'int*' to 'int'
    	int *s=&p;	//valid
    	q++;		
    	*s++;		//here even s++ works, and cout<<*s does not give 12 but some lengthy number
    				//and cout<<s gives some hexadecimal, I'm guessing thats the address
    	cout<<p<<endl<<q<<endl<<*s;
    }

Output I'm getting:

11

11

6422280",<c++><variables><pointers>,2016-01-05 04:58:20,LQ_EDIT,,
167,34604646,"whick keyword can be used to replace ""FROM"" in sql?","I am trying to bypass a waf ,and whick keyword can be used to replace ""FROM"" in sql ?",<sql><security><web-application-firewall>,2016-01-05 05:19:02,LQ_EDIT,,
168,34605166,Actionscript error :(,"im just a beginner at this and i would really appreciate some help :)
This is my code:

    import flash.events.MouseEvent;
    import flash.display.MovieClip;
    
    var currentButton:MovieClip
    button1.addEventListener(MouseEvent.CLICK, mouseClick);
    button2.addEventListener(MouseEvent.CLICK, mouseClick);
    button3.addEventListener(MouseEvent.CLICK, mouseClick);
    button4.addEventListener(MouseEvent.CLICK, mouseClick);
    function mouseClick(event:MouseEvent):void {
    	currentButton.alpha = 1;
    	currentButton.mouseEnabled = true;
    	currentButton = event.target as MovieClip;
    	trace(""CLICK"");
    	currentButton.alpha = 0.7;
    	currentButton.mouseEnabled = false;
    }

But i get this error when i click on a button:
TypeError: Error #1009: Cannot access a property or method of a null object reference.
	at Untitled_fla::MainTimeline/mouseClick()
sorry if i didnt post this question right, im just new here
",<actionscript-3><flash>,2016-01-05 06:03:07,LQ_EDIT,,
169,34605384,What is the correct way to put multiple controls inside update panel?,"<p>I have one registration form which contains 3 to 4 dropdown controls and 2 datepickers and now when dropdown controls value are selected(selectedindex change are fired)
then i dont want my page to postback.</p>

<p>I have use update panel to stop this behaviour of post like below:</p>

<pre><code>&lt;asp:UpdatePanel ID=""UpdatePanel1"" runat=""server""&gt;
        &lt;ContentTemplate&gt;

      &lt;%--Update Panel for date picker%&gt;
      &lt;asp:UpdatePanel ID=""UpdatePanelDatepicker"" runat=""server""&gt;
                    &lt;ContentTemplate&gt;
                      &lt;telerik:RadDatePicker ID=""rdpDate1"" runat=""server""&gt;
                      &lt;/telerik:RadDatePicker&gt;
                    &lt;/ContentTemplate&gt;
      &lt;/asp:UpdatePanel&gt;

       &lt;%--Update Panel for Dropdown--%&gt;
       &lt;asp:UpdatePanel ID=""updatepaneldata"" runat=""server""&gt; 
                      &lt;ContentTemplate&gt;
                     &lt;telerik:RadComboBox ID=""ddlCountry"" runat=""server""&gt;
                      &lt;/telerik:RadComboBox&gt;
                    &lt;/ContentTemplate&gt;
      &lt;/asp:UpdatePanel&gt;


  &lt;/ContentTemplate&gt;
    &lt;/asp:UpdatePanel&gt;
</code></pre>

<p>So i just wanted to ask that is this correct way to put multiple controls under update panels??</p>
",<c#><asp.net><telerik><updatepanel>,2016-01-05 06:21:24,HQ,,
170,34605832,How to Write Json Array to file using jackson,"<p>I created a Json file where i wanted to write write java object as Array element. Im using jackson.</p>

<pre><code>    try{
           String json;
           String phyPath = request.getSession().getServletContext().getRealPath(""/"");
           String filepath = phyPath + ""resources/"" + ""data.json"";
           File file = new File(filepath);
           if (!file.exists()) {
               System.out.println(""pai nai"");
               file.createNewFile();               
           }  
           json = mapper.writerWithDefaultPrettyPrinter().writeValueAsString(story);
           Files.write(new File(filepath).toPath(), Arrays.asList(json), StandardOpenOption.APPEND);    
    } 
</code></pre>

<p>This is not what i exactly want .it creates data like </p>

<pre><code>{
  ""storyTitle"" : ""ttt"",
  ""storyBody"" : ""tttt"",
  ""storyAuthor"" : ""tttt""
}
{
  ""storyTitle"" : ""a"",
  ""storyBody"" : ""a"",
  ""storyAuthor"" : ""a""
}
</code></pre>

<p>I just need to create a Array of Json where i add java object, data should be like this </p>

<pre><code>[{
  ""storyTitle"" : ""ttt"",
  ""storyBody"" : ""tttt"",
  ""storyAuthor"" : ""tttt""
}
,{
  ""storyTitle"" : ""a"",
  ""storyBody"" : ""a"",
  ""storyAuthor"" : ""a""
}]
</code></pre>
",<java><json><jackson>,2016-01-05 06:57:18,HQ,,
171,34606402,Printing Different Paterns in Single Program,"Here User enter X Coordinate, Y coordinate ,Length L,number n. if user enters n
 we have to print ""stright Line"" with (x,y) cordinates, if n=2 print bisecting Lines if n=3 print triangle like.... Here  Length purpose is to Print Length of side is equal to L. Is there any solutions for this question please comment because it was asked me for interview?",<c#>,2016-01-05 07:34:47,LQ_EDIT,,
172,34606570,$_SERVER['HTTP_REFERER'] and RewriteCond %{HTTP_REFERER},"Some problem.

.htaccess:

    RewriteEngine on
    RewriteBase /
    
    RewriteCond %{HTTP_HOST} !^example\.com
    RewriteRule ^(.*)$ http://example.com/$1 [R=301,L]
    
    RewriteRule ^page([0-9]+).html$ index.php?page=$1
    
    RewriteRule ^p([0-9]+)-([a-zA-Z0-9_]+).html$ index.php?id_post=$1&title_post=$2
    RewriteRule ^([a-zA-Z0-9_\-]+)/page([0-9]+).html$ index.php?mpoint=$1&page=$2 [L]
    RewriteRule ^([a-zA-Z0-9_\-]+).html$ index.php?mpoint=$1
    RewriteRule ^.*.html$ index.php?mpoint=$1
    
    
    RewriteCond %{HTTP_REFERER} ^www.example111.com$ [NC,OR]
    RewriteCond %{HTTP_REFERER} ^example222.ml$ 
    RewriteRule .* – [F]

index.php 

    echo $_SERVER['HTTP_REFERER'];

result: http://www.example111.com/xxxx/yyy.html

**Why RewriteCond  dont work?**",<apache><.htaccess><mod-rewrite><http-referer>,2016-01-05 07:46:55,LQ_EDIT,,
173,34607230,Crashing Pointer Array C++,"<p>Code::Blocks, Win7, C++</p>

<p>Hi, I'm creating an overview project for myself, and an integral part includes doing an Exchange Sort in descending order. I've created a simple trial run to test the concept.</p>

<p>Embarrassingly enough, I can't get past creating the array without the project crashing. This only happens when I create the array with pointers (My project's arrays are pointers, which is why I need this to work). The code compiles fine, but when I run it, I get a Window's notification that ""ArrayTest.exe has stopped working""</p>

<p>When I print out each dereferenced value, I get:</p>

<p>""The original order: 1 13 5 7 2 ""</p>

<p>When I print out each value's address, I get: </p>

<p>""The original order: 0x28ff08 0x28ffc4 0x760c8cd5 0x6aadab61 0xfffffffe ""</p>

<p>The last address showed up when using an array length of 6, and crashes as well. Am I blind to a simple error in my code, or is this a hardware issue?</p>

<pre><code>//filename ArrayTest
#include &lt;iostream&gt;

using namespace std;

int main()
{
    int *j[5];
    (*j)[0] = 1;
    (*j)[1] = 13;
    (*j)[2] = 5;
    (*j)[3] = 7;
    (*j)[4] = 2;

    cout &lt;&lt; ""The original order: "";
    for (int i = 0; i &lt; 5; i++)
    {
        cout &lt;&lt; (*j)[i] &lt;&lt; "" "";
    }

     return 0;
}
</code></pre>
",<c++><arrays><pointers>,2016-01-05 08:32:08,LQ_CLOSE,,
174,34607935,How to work with database in asp.net,"I am php web developer .now i want to work with asp.net but it's very difficult for me to work with databases in asp.net.I need some source link from where i can easily learn asp.net.
----------------------------------
-----------------------------------=
   ",<asp.net>,2016-01-05 09:14:50,LQ_EDIT,,
175,34607961,"Why am I getting ""cannot convert from Dequeu<int> to int"" error?","<p>I am currently trying to write my first template class as an assignment for my c++ class, but I don't understand why I keep getting this error:</p>

<pre><code>g++ -c main.cpp
main.cpp: In function ‘int main(int, char**)’:
main.cpp:12:14: error: cannot convert ‘Dequeu&lt;int&gt;’ to ‘int’ in initialization
  int ou = i[0];
</code></pre>

<p>main.cpp:</p>

<pre><code>#include ""main.h""
#include &lt;stdio.h&gt;
#include &lt;iostream&gt;

using namespace std;
int main (int args, char ** argc){

    Dequeu&lt;int&gt;* i = new Dequeu&lt;int&gt;();

    i-&gt;push_back (10);

    int ou = i[0];

    cout&lt;&lt;""i[0]: ""&lt;&lt;ou&lt;&lt;endl;
}
</code></pre>

<p>with main.h:</p>

<pre><code>#include ""Dequeu.h""
</code></pre>

<p>dequeu.h:</p>

<pre><code>#ifndef MAIN_H
#define MAIN_H
#endif

#include ""Node.h""
#include &lt;stddef.h&gt; //NULL

template&lt;typename T&gt;
class Dequeu {
public:
    Dequeu();   ~Dequeu();

    void push_back(T);

    T &amp;operator[] (int i) {
        if (i&lt;size &amp;&amp; i&gt;=0){

            //head?
            if (i == 0)
                return head-&gt;value;
            //tail?
            if (i == size-1)
                return tail-&gt;value;

            //other:
            Node&lt;T&gt;* temp = head;
            i--;

            while (i != 0 ){
                temp = temp-&gt;next;
                i--;
            }

            return temp-&gt;Value();
        }
    }

private:
    Node&lt;T&gt; * head;
    Node&lt;T&gt; * tail;
    int size;
};

template&lt;typename T&gt;
Dequeu&lt;T&gt;::Dequeu() {
    head-&gt;nullify();
    tail-&gt;nullify();
}

template&lt;typename T&gt;
Dequeu&lt;T&gt;::~Dequeu(){
    Node&lt;T&gt;* temp = head;

    while (temp-&gt;Next() != NULL) {
        temp = temp-&gt;next;
        delete(head);
        head=temp;
    }
}

template&lt;typename T&gt;
void Dequeu&lt;T&gt;::push_back(T t){
    Node&lt;T&gt;* newNode;

    newNode-&gt;Value(t);
    newNode-&gt;prev = tail;

    tail-&gt;next = newNode;
    tail = newNode;

    if (head == NULL)
        head = tail;

    size++;
}
</code></pre>

<p>and Node.h:</p>

<pre><code>#include &lt;stddef.h&gt; //NULL

template &lt;typename T&gt;
class Node {
public:
    Node&lt;T&gt;* prev;
    Node&lt;T&gt;* next;
    T value;

    Node(); ~Node();

    void nullify ();

private:
};

template &lt;typename T&gt;
void Node&lt;T&gt;::nullify() {
    this-&gt;value = NULL;
    this-&gt;next = NULL;
    this-&gt;prev = NULL;}
</code></pre>

<p>The last thing I tried was event just returning <code>this-&gt;head-&gt;value</code> without checking the input integer in operator[].</p>

<p>The class is not finished yet, so don't wonder why there are only two functions implemented...</p>

<p><strong>Please feel free to tell me how to write this code better if you find something very bad in it</strong>, I am really bad in this.</p>
",<c++><class><templates>,2016-01-05 09:16:32,LQ_CLOSE,,
176,34608361,How to reset form validation on submission of the form in ANGULAR 2,"<p>I have to reset my form along with validation. is there any method to reset the state of form from ng-dirty to ng-pristine.</p>
",<angular><angular2-forms>,2016-01-05 09:38:03,HQ,,
